,type,category,review,star
11,LG전자 시네빔 PH550,별점,"연말 셀프 선물로 빔프로젝트 구매했어요!! 빔프로젝트를 처음 쓰는거라 안전하게 가려고 사람들이 많이 구매하는 제품인 ph550으로 골랐어요. 일단 추가로 구매한 삼각대는 정말... 별로예요ㅎ 각도조절이 너무 어렵고 그냥 집에 있는 거 쓰시거나 따로 좋은거 구매하시는게 좋을 듯 합니다. 파우치도 너무 부직포 느낌이라... 이건 그냥 별 생각없어요....
빔프로젝트 자체에 대해 후기를 쓰자면 일단 너무 가볍고 하얘서 어딜놔둬도 이뻐요! 그리고 저는 아이폰 이용자라서 구글 크롬캐스트 사서 빔프 사용했는데 너무 간편하고 쉬웠어요. 리모콘 조절이나 설정도 큰 어려움 없었어요. 화질은 생각만큼 엄청 좋은건 아니였지만 그래도 이정도면 눈 아프지않게 영상시청 가능한정도여서 !! 그리고 제품자체에서 스피커 소리가 나오는데 따로 스피커 연결안해도 될만큼 ! 하지만 ㅠㅠ . 가장 아쉬운 점은 수동으로 거리조절이 안되는 거예요... 제 방은 폭이 좁아서 바닥에 삼각대로 영상 시청하면 화면 크기가 너무 작아지더라고요...거리조절 말고 버튼을 이용해서 수동으로 크기를 조절하는 기능이 있었더라면 바닥에 놓고 사용이 가능할텐데 그게 불가능해서 벽에 선반을 달아야할것같아요ㅠㅠ 너무 불편하면 더 비싼거 사야겠죠 뭐...
그래도 첫 빔프로젝트라 너무 신나요~ 크리스마스때 전구 벽에 전구 달고 영화 보려구요!!! 감사합니다.",평점5
12,LG전자 시네빔 PH550,별점,"* 사진은 저녁 6시에 아트월에 투사하였습니다. 밝기 비교해보세요. 배송은 4일 소요 그래서 별4개 줬습니다.오래전부터 빔프로젝트 구매의사는 있었지만 제품선정을 하지못하다 결국 ph550구매하였습니다.구매결정하게된 가장큰 요소는 1. 캠핑등 여행시 휴대가 간편한가2. as처리3. 핸드폰미러링 지원입니다.우선 3가지에대해서는 만족입니다. 미러링으로 작동시 음성 싱크도 잘 맞습니다. (타제품의 경우 후기에 싱크가 안맞는 경우가 있다고 합니다.) 전원연결없이 배터리로 작동시 밝기가 감소하는 부분은 있습니다. 배터리로 작동시 작동시간은 아직 확인하지 못했습니다.밝기도 만족스럽고 소음도 작습니다.단 스피커소리는 작아서 별도 휴대용 블루투스스피커로 사용하는게 좋을것같습니다.아이들을 위해서 구매하시거나,여행시 사용하려는 분들에게는 추천드립니다.",평점5
13,LG전자 시네빔 PH550,별점,"-1주일 사용후기-

빨리 겟하고싶어서 방문수령했어요 '-a'
왜이걸 이제..고민했던 시간이 아까워요
방문수령으로 구성품 설명도 듣고, 집까지가는내내 넘 설렛네여 힣
스피커를 따로사야하나 고민했는데, 방에서 사용해보니까 필요 없을것같아요 (외부에선 아직 사용못해봄)
삼각대는 구매했지만 구도를 잡아보니 협탁에 놓고 사용중입니다. , 영상모드 설정으로 한번맞추고나니 건들일없었어요
알람기능으로 아침에 깨워주고 밤에 알아서 ㅎㅎ 그래도 문제점을 굳이 굳이 꼽자면 ..

-간단한 기능들 조작영상 참고해주세요-",평점5
14,LG전자 시네빔 PH550,별점,"드디어 오래된 소망을 이루네요 ㅎㅎ 일단 제품 디자인이 단순해서 좋고, 크기도 작아서 보관 시 공간 차지를 많이 안할 것 같아 좋습니다. 최근 이사를 하면서 2평 남짓한 방에 창문쪽으로 암막롤스크린을 달았는데, 스크린을 별도로 구매할 필요 없어서 좋고 화면도 깨끗하게 잘 나옵니다. 아이폰 미러링이 안된다고 해서 미니빔 주문 하자마자 애플 공홈에서 av어댑터 사고 다이소에서 파는 HDMI케이블도 준비해뒀었는데, 미니빔 설치도 사용법도 간단해서 받자마자 바로 재생해봤습니다. 사진은 크기 비교를 위한 사진이고, 현재 아이폰se 쓰고 있는데 잘 되네요. 진짜 좋아요!!
ph550이랑 pf50ks 중에서 갈등을 많이 했었는데, 550으로 하길 잘했단 생각이 듭니다. 제 방 크기에는 hd화질로도 충분하네요. 잘 쓰겠습니다!",평점5
15,LG전자 시네빔 PH550,별점,"캠핑용으로 쓰려고 이것저것 서치하던 중에
고민끝에 구매하였습니다.
일단, 배송은 거의 24시간도 채 걸리지 않은듯 빨랐습니다.


캠핑용으로 염두에 두다보니 생각보다 크기가 작아서
생산된 제품이라 안심이네요.



어두울 수록 더 잘보이는 것이야 당연한것 같고
블루투스나 스마트뷰도 로딩없이 잘 연결 되는것 까지 확인했습니다.


참고로 사은품으로 주신 80형 스크린은 캠핑용으로 쓰기엔 좀 큰 감이 있네요;;;
아이들 영화틀어주면 건너편 집에서도 감상가능 할 듯...^^
스크린은 집 거실에 두고 캠핑용은 따로 하나 장만해야겠습니다.


화질이나 색감, 노이즈 설정 등 각자 기호에 맞게
커스터마이징 할 수 있도록 메뉴도 세분화 잘 되어 있어 좋습니다.


외관상TV .


좋은 추억 많이 만들겠습니다.",평점5
16,LG전자 시네빔 PH550,별점,"맥북 +아이폰 유저인데요 구매전 고민이 많아서 자꾸 문의드렸는데 일단 무조건 사야겠다 싶어서 구매했어요 맥북과의 연결은 HDMI 연결선 양쪽으로 똑같은거 끼우니 잘되고 저는 소리에 예민하지 않아서 그냥 빔에서 나오는 소리로 듣는데 괜찮아요
넷플릭스 볼때만 쓰는게 아니구 유투브 볼때도 일부러 틀어서 보고 있네요 티비 유선선도 연결해서 보고싶은데 아직 이건 안해봐서 모르겠어요
방 한쪽 꽉차는 화면에 매일저녁이 즐거워요
물론 낮에는 볼수가 없지만 흐린날이나 낮 2시 넘어가면 블라인드치고 약하게나마 볼수있어요
일상이 달라져서 왜 그동안 고민했나 싶어요 정말 잘산것 같아요",평점5
17,LG전자 시네빔 PH550,별점,"전부터 빔을 사려고 고민하다 드디어 샀어요
그냥 저가를 살까하다 이왕사는거 오래쓰고싶어서
엘지꺼로 샀네요
역시나 가전은 엘지라는 말이 그냥 있는게 아니네요
작동법 간단하구요 화질좋고 스피커는 블루투스스피커로해서 아직 안들어봤지만 너무 좋네요
영화보러 안가도 될듯!
노트북이 엘지꺼라 무선으로 연결해서 켜봤는데
무선이라 그런지 끓김현상이 있더라구요ㅜ
그점이 좀 아쉽 ㅜㅜ
아이폰과도ㅜ연동안되는점이 아쉽긴하지만 동글이사서하면 되고 저는 딱히 핸드폰하고 연결할일은 없을거같아서 크게 신경 안쓰이네요
작아서 파우치도 주고 👍",평점5
18,LG전자 시네빔 PH550,별점,"좋은건 크게 크게 보려고 벼르고 있던 엘지 시네빔 장만했어요! 빔과 벽 사이 간격이 좁아 더 크게는 못 보지만(ㅠ) 화질도 소리도 나름 만족합니다. 물론 노트북이나 폰으로 보는 것보다야 화질은 아쉽지만요.

폰, 노트북 미러링 잘 되고, 디비디 플레이어도 연결해서 재생 해보았는데 끊김없이 잘 나옵니다. 소음은 그리 거슬리지 않을 정도고 배터리 2시간 정도는 충전없이 잘 버티네요!

사진은 한낮에 암막 블라인드 친 상태에서 찍은 사진입니다. 별도 스크린 없이 잔무늬있는 아이보리색 벽지에 쐈어요. .

다음에 돈 많이 벌면 걸로다가 장만하고 싶네요^^",평점5
19,LG전자 시네빔 PH550,별점,좋은 가격에 빠른 배송으로 상품 받을 수 있어서 매우매우 만족입니다! 아이폰과는 바로 호환되지않아서 약간 아쉽긴 했지만 삼성노트북이랑은 스크린쉐어가 되어서 노트북으로 사용 중입니다. 제품도 잘 도착했고 빔 화질도 깨끗하고 선명합니다. 집이 작은 영화관이 된 것 같아요:)! 그런데 블루투스 스피커 연결해서 사용 중인데 빔의 내부 음량과 블루투스 스피커 음량을 둘 다 최대로 해야 적절한 음량이 나오는 것 같아요. 빔 자체의 음량은 크지는 않은 것 같네요. 그래도 발열량이나 소음도 영상보는데 큰 지장은 없고 배터리 사용량도 적당하고 리모콘도 편리합니다. 삼각대는 아직 사용해보는 않았지만 잘 쓰겠습니다~!! 집에 낭만이 더해지니 좋아요:),평점5
20,LG전자 시네빔 PH550,별점,"밤에 전등키고 찍은 화면, 불을 다 끈 상태에서 찍은 화면입니다. 생각보다 화질이 선명해서 놀랬어요 물론 핸드폰으로 보는 화질보다는 흐리게 보이지만 큰 화면으로 보기 좋네요 다만 다른 분들이 작성한 것처럼 스피커 소리가 너무 작아서 블루투스를 연결했는데 무선 미러링의 경우 화면과 싱크가 안 맞는 경우가 더 많은거 같아요 그래서 hdmi구입해서 사용하고 있습니다. 유선으로 연결 시 싱크 불일치도 없고 유튜브나 넥플리스 크게 보니 좋아요 그리고 무게는 정말 너무 가볍고 사이즈도 작아서 좋아요 같이 보내주신 스크린은 생각보다 많이 크고 무겁네요 외부 나갈 때 들고다니기는 힘들거 같지만 거실에 놓고 잘 사용할게요",평점5
21,LG전자 시네빔 PH550,별점,"빔 프로젝터를처음 구매해보는거라 저가형으로 알아보던 중
아무리 홍보가 잘되었고 판매가 많이되었더라도 싼게 비지떡이라는 신념(?)때문에
고민에 고민을 거듭하여 LG PH550으로 결정했습니다. (제 기준에는 고가..ㅋㅋ)
처음 구매하는거라 다른 제품이랑 비교해 볼 수는 없지만, 안방을 영화관처럼 쓸수 있어서 만족하고 있습니다.
단점, 역시 내장스피커가 부실합니다. 브루투스스피커 하나 장만하는게 정신건강에 좋습니다.
그리고 미러링이 아닌 HML케이블로 폰과 연결해도 수시로 끊기는건 어쩔수가 없더군요.
끊김문제랑 스피커때문에 암걸릴뻔했습니다. USB를 이용해서 시청하면 당연하게도 전혀 끊김없음.",평점5
22,LG전자 시네빔 PH550,별점,"제가 정말 미니빔프로젝크 사려고 2개월동안 뽐뿌, 다나와 알아보고 결정한 모델입니다.
물론 제가 산 가격보다 저렴한 가격의 모델도 있고
더 비싼 모델도 있습니다. 하지만 저는 집 거실에서 저녁시간에 사용할 목적이었기 때문에 너무 비싼 모델도 필요없었고 딱 적당한 가격의 적당한 모델로 구매를 하였네요. 모델을 결정한 다음에는 이 모델이 가장 싸게 행사판매될 시기에 구매를 해야 했는데 사실 타임딜 행사는 너무 빨리 매진 되더라구요.. 그만큼 인기도 많은 모델이라는 의미겠죠..!?
그러다가 이번에 구매를 하였고 타임딜 행사만큼은 아니지만 .
여러분 빔은 중국산 보다는 . 그 중에서 비인증 판매점 보다는 공식인증점에서 구매를 하시기를 추천드려요~ !",평점5
23,LG전자 시네빔 PH550,별점,행사로 저렴하게 구매했습니다. 기존에 2대의 중국빔프로젝트를 보유중인데 비교가 되는것은 크기와 팬소리네요.. 사이즈가 작으면서 소음이 중국제품에 비해 조용한 편입니다.. 밝기는 좀 약하지만 자동 조절이되고 역시 대기업제품이라 생각되는데 불필요한 부분이 있어서 아쉽네요.. 안테나연결잭이 필요없는데 해당 부분에 의해서 도출이되네요.. 밑에 각도 조절할수있으면 좋으련만 삼각대만 설치되게 되어있어서 아쉽네요.. 또한 소리부분도 아쉽네요.. 휴대폰을 이용해서 연걀하면 이상하게 소리가 안 나오는데 무슨 문제인지 모르겠네요.. 메뉴도 많고 기능도 많아서 좋네요.. 간간히 방안에서 영화보기 좋네요.. 아쉬운점 몇개를 빼고 기분이 좋네요..,평점5
24,LG전자 시네빔 PH550,별점,"캠핑 다닐 때마다 다른 캠퍼들이 빔으로 영화보는 거 부러워만 하다가 이번에 여름휴가를 캠핑으로 대신하며 휴가비로 샀어요!
저렴이들도 있지만 일단 전자기기는 믿고 쓰는 엘지!!

배송은 이틀걸렸구요!
폰이 아이폰이라 화면공유는 안되서 usb에 있는 애니메이션 담아서 아이랑 침대에 누워 보는데 좋았어요!!
애가 움직이며 빔을 건들어서 다시 화면 맟춰야하나 했는데 알아서 !!

방에 누워 넷플릭스 보려고 크롬캐스트도 주문했습니다!

주말 캠핑도 기대됩니다!!

사이즈도 작아서 휴대하기도 좋을 거 같아요
옆에 있던 립글로즈랑 사이즈 비교해서 찍어봤어요",평점5
25,LG전자 시네빔 PH550,별점,학생인 제게 너무 부담되는 가격이라 쉽게 구매하지 못했는데...결국 질렀습니다. 진짜 얼렁 사는게 후회안하는 지름길입니다ㅜ 얼른살껄...ㅜㅜㅜ 일단 형광등밑에서는 잘 안보여요. 그렇지만 무드등이나 간접조명 밑에서는 잘 보입니다. 그리고 불 다 끄면 그냥 영화관이 됩니다!!사은품으로 보내주신 80인치 족자형 스크린은 처음에 너무 클 것 같아서 따로 구매해야하나 했는데 어쩜; 더 작았으면 큰일날뻔했어요. 저는 제 방에서 사용중이라 정말 너무 만족하면서 쓰고 있어요. 족자형 스크린은 벽에 꼭꼬핀 두개 꽂아서 쓰고있는데 아주 좋습니다!일단 매일매일 행복하게 영화보는중이라 단점을 못찾겠어요. 아 스피커가 좀 작긴 해요. 그것 말고는 소음도 신경쓰일정도 아니고 에어팟이랑 블루투스 연결도 돼서 밤에 조용히 영화도 보고 완벽합니다!!,평점5
26,LG전자 시네빔 PH550,별점,"며칠 고민 끝에 상품평도 좋고 브랜드 빔이라 사후 as 걱정없을거 같아서 구매했네요
한가위 할인으로 저렴하게 구입했구요
화이트 페인트칠한 벽면에 쏜 화질인데 낮에는 선명도가 좀 떨어지구요
어두워지니 아주 좋습니다
다른분들 상품평처럼 사운드가 좀 약하네요
그런지 , .
스피커 고민이 좀 됩니다
한국영화는 소리와 입모양이 좀 시간차도 좀 있구요
외화는 괜찮을 듯
그럼에도 불구하고 영화관에 온 느낌 제대로 나네요
영화 보면서 치맥 한 잔 해야겠어요~~ㅎ",평점5
27,LG전자 시네빔 PH550,별점,"우와 드디어 엘지 빔을 사서 영화도 보고 드라마도 보네요. 저는 한 1년 정도를 엘지 빔을 살까, 티비를 살까 고민을 많이 했어요. 최종 결정은 영화관에서 보는 것처럼 영화 한 편이라도 제대로 보자!!! 그래서 엘지 빔으로 선택! 사고 나서는 너무나 좋습니다. 정말 뭘 그리 고민했을까, 오히려 늦게 산 게 후회가 되더라고요. 엘지 빔 PH 550 가성비 최고입니다. 영상도 깨끗하고, 핸드폰 미러링도 잘 되고, 저는 완전 만족합니다. 물론 낮에는 밝아서 암막 커튼이 필요하기는 해요~밤에 영화를 보는데다가 안방에 암막 커튼이 있어서 전혀 문제는 없습니다. 좋은 제품, 좋은 가격에 살 수 있어 감사합니다~^^",평점5
